session_id,timestamp,scenario,audio_rms,audio_peak,audio_zcr,audio_spectral_centroid_hz,audio_mfcc_mean,audio_anomaly,accel_magnitude_mean,accel_std,accel_max,jerk_mean,motion_anomaly,speed_kmh,route_deviation_m,distance_from_safe_zone_m,hour_of_day,night,minutes_since_checkin,incident_history,user_trigger,user_reported_unsafe,distress_label,label_source
RN-00230,2026-08-14T19:09:45,normal_day_walk,0.0895,0.1165,0.0879,1774.0,-25.91,0,3.204,1.105,8.305,2.485,0,6.29,26.7,171.3,19,0,20.8,1,0,0,0,controlled_simulation
RN-00038,2026-08-31T13:13:33,normal_day_walk,0.0319,0.1503,0.0929,1590.1,-11.628,0,2.731,1.384,7.983,0.87,0,2.8,21.5,303.9,13,0,1.0,0,0,0,0,controlled_simulation
RN-00750,2026-08-14T19:45:37,normal_commute,0.061,0.212,0.0749,2755.4,-10.645,0,5.155,1.197,3.676,4.396,0,22.33,14.3,139.5,19,0,15.6,1,0,0,0,controlled_simulation
RN-01046,2026-08-27T14:32:47,exercise_running,0.0727,0.3474,0.0556,2299.8,-15.495,0,7.868,2.153,12.587,11.923,0,13.63,21.2,74.9,14,0,12.4,1,0,0,0,controlled_simulation
RN-01399,2026-08-25T15:20:56,minor_route_deviation,0.0549,0.1695,0.1246,1469.2,-13.5,0,2.567,1.746,6.547,0.4,0,5.43,99.4,312.6,15,0,15.4,0,0,0,0,controlled_simulation
RN-00470,2026-08-25T02:06:13,normal_night_walk,0.0452,0.2323,0.078,1667.7,-12.1,0,3.05,0.692,11.196,2.979,0,5.46,0.0,112.1,2,1,24.9,1,0,0,0,controlled_simulation
RN-01693,2026-08-11T22:23:43,simulated_help_call,0.2774,0.8527,0.2036,3541.8,-14.673,1,3.863,0.678,10.856,5.157,0,4.14,468.1,366.6,22,1,56.4,0,0,1,1,controlled_simulation
RN-01968,2026-08-08T16:27:53,manual_sos_simulation,0.0595,0.097,0.0377,1842.6,-17.916,0,3.884,0.224,10.267,2.491,0,9.88,415.6,407.1,16,0,74.9,0,1,1,1,controlled_simulation
RN-00688,2026-08-31T09:37:40,normal_commute,0.0342,0.0493,0.1091,2229.0,-18.633,0,2.596,0.975,4.618,3.212,0,22.29,27.6,112.9,9,0,20.9,0,0,0,0,controlled_simulation
RN-01844,2026-08-22T02:01:42,simulated_distress_combined,0.3174,0.7955,0.2297,2867.8,-7.88,1,20.827,5.609,25.804,36.723,1,8.82,425.1,838.6,2,1,90.5,1,0,1,1,controlled_simulation
RN-00640,2026-08-26T00:02:53,normal_night_walk,0.0509,0.1672,0.0527,1245.0,-25.495,0,3.427,1.332,6.826,3.043,0,5.27,16.9,20.0,0,1,3.4,0,0,0,0,controlled_simulation
RN-01713,2026-08-30T23:14:58,simulated_help_call,0.2389,0.8738,0.2547,2570.8,-6.523,1,2.691,1.234,7.187,2.219,0,6.69,376.3,457.0,23,1,113.2,0,0,0,1,controlled_simulation
RN-01219,2026-08-16T12:03:32,social_shout_laughter,0.2672,0.7367,0.1912,2936.9,-21.674,1,1.656,1.063,10.751,3.837,0,5.15,33.5,54.3,12,0,46.0,0,0,0,0,controlled_simulation
RN-01159,2026-08-12T08:39:56,social_shout_laughter,0.2893,0.5688,0.1491,3163.7,-26.769,1,4.157,0.2,10.727,3.396,0,6.48,0.0,151.5,8,0,41.8,0,0,0,0,controlled_simulation
RN-01416,2026-08-26T18:49:48,sudden_phone_drop,0.055,0.218,0.1062,1875.3,-21.797,0,17.067,4.922,22.338,19.92,1,9.47,24.2,46.3,18,0,12.7,0,0,0,0,controlled_simulation
RN-01528,2026-08-05T04:20:08,suspicious_night_deviation,0.083,0.1537,0.0903,2131.7,-18.592,0,2.874,1.552,7.995,2.716,0,5.86,267.5,561.9,4,1,100.5,2,0,0,0,controlled_simulation
RN-01656,2026-08-09T01:16:36,simulated_help_call,0.3134,0.8034,0.2342,3745.1,-17.941,1,4.33,0.973,9.788,3.157,0,2.92,167.0,753.7,1,1,64.0,0,0,0,1,controlled_simulation
RN-01301,2026-08-31T14:53:56,minor_route_deviation,0.068,0.2503,0.0851,1698.6,-17.245,0,3.479,1.059,11.751,2.983,0,2.34,173.4,219.7,14,0,7.6,0,0,0,0,controlled_simulation
RN-01823,2026-08-16T17:40:22,simulated_fall,0.1426,0.3856,0.0829,1176.0,-14.7,0,23.1,4.503,26.646,28.567,1,7.01,169.1,233.2,17,0,96.4,1,0,1,1,controlled_simulation
RN-00801,2026-08-17T18:51:58,normal_commute,0.0377,0.0802,0.1326,1519.6,-16.288,0,1.959,1.566,5.535,2.401,0,24.38,43.3,134.9,18,0,30.2,0,0,0,0,controlled_simulation
RN-01604,2026-08-19T03:34:38,suspicious_night_deviation,0.0658,0.296,0.0808,1898.1,-13.156,0,3.885,0.82,10.033,2.852,0,4.78,422.9,797.0,3,1,120.1,0,0,0,0,controlled_simulation
RN-00161,2026-08-11T06:35:55,normal_day_walk,0.0482,0.04,0.0812,2447.7,-9.588,0,3.956,1.602,10.48,3.431,0,4.81,11.9,5.0,6,0,32.0,0,0,0,0,controlled_simulation
RN-00957,2026-08-12T07:21:10,exercise_running,0.1203,0.3025,0.1067,2628.1,-16.747,0,4.807,2.18,12.162,8.754,0,13.33,19.6,177.7,7,0,37.3,1,0,0,0,controlled_simulation
RN-01187,2026-08-27T06:28:34,social_shout_laughter,0.1737,0.4724,0.109,3410.1,-17.573,0,2.584,1.342,11.119,2.576,0,3.25,5.2,111.3,6,0,27.1,0,0,0,0,controlled_simulation
RN-00822,2026-08-20T19:13:36,normal_commute,0.0722,0.1812,0.1269,2502.4,-28.758,0,2.931,1.147,6.667,4.445,0,18.02,33.3,51.2,19,0,34.6,0,0,0,0,controlled_simulation
RN-01682,2026-08-07T22:56:04,simulated_help_call,0.2852,0.8028,0.2636,2742.9,-9.97,1,4.595,0.699,7.491,2.628,0,3.08,348.2,385.3,22,1,109.2,0,0,0,1,controlled_simulation
RN-00878,2026-08-19T19:01:59,normal_commute,0.068,0.1919,0.0764,1122.1,-14.755,0,3.543,1.45,8.361,1.233,0,10.55,12.9,170.2,19,0,1.0,0,0,0,0,controlled_simulation
RN-00914,2026-08-09T07:01:44,normal_commute,0.0436,0.2071,0.0545,2047.6,-13.024,0,4.453,1.281,9.553,4.331,0,13.26,34.5,63.4,7,0,21.9,0,0,0,0,controlled_simulation
RN-00153,2026-08-06T12:57:55,normal_day_walk,0.0276,0.2519,0.0554,1974.4,-13.022,0,2.284,1.136,7.015,1.85,0,8.79,9.9,138.5,12,0,57.8,0,0,0,0,controlled_simulation
RN-01871,2026-08-03T23:52:26,simulated_distress_combined,0.3227,0.9921,0.2231,2443.0,-9.447,1,25.776,5.629,37.592,31.606,1,6.77,379.5,711.2,23,1,131.8,0,0,1,1,controlled_simulation
RN-01777,2026-08-21T12:49:13,simulated_fall,0.1819,0.434,0.0989,2506.4,-8.555,1,22.462,5.136,30.739,24.122,1,4.23,170.7,155.9,12,0,110.3,0,0,0,1,controlled_simulation
RN-00510,2026-08-05T04:28:17,normal_night_walk,0.0329,0.139,0.0589,1208.0,-16.808,0,1.561,1.431,4.293,3.344,0,2.2,34.6,53.2,4,1,24.4,0,0,0,0,controlled_simulation
RN-01136,2026-08-25T11:26:04,social_shout_laughter,0.1002,0.6418,0.1697,2782.6,-28.646,1,2.836,0.9,9.387,2.929,0,5.73,4.5,157.3,11,0,4.9,0,0,0,0,controlled_simulation
RN-01251,2026-08-22T10:04:05,social_shout_laughter,0.2494,0.7053,0.1769,2913.3,-23.483,1,3.621,1.359,4.826,5.013,0,4.71,26.7,18.3,10,0,52.8,1,0,0,0,controlled_simulation
RN-01684,2026-08-16T04:20:49,simulated_help_call,0.3817,0.7619,0.185,3861.8,-11.618,1,3.491,1.036,7.598,3.207,0,4.04,314.9,395.8,4,1,99.7,0,0,1,1,controlled_simulation
RN-00104,2026-08-24T08:47:11,normal_day_walk,0.0529,0.2619,0.0934,1676.5,-19.182,0,3.039,0.857,6.487,4.527,0,4.17,27.1,5.7,8,0,26.0,1,0,0,0,controlled_simulation
RN-01446,2026-08-16T15:01:50,sudden_phone_drop,0.0608,0.1069,0.043,1816.9,-10.254,0,12.441,5.487,17.0,13.791,1,3.59,10.0,310.0,15,0,18.1,1,0,0,0,controlled_simulation
RN-01444,2026-08-01T21:47:30,sudden_phone_drop,0.0436,0.2266,0.0558,1453.5,-11.102,0,9.414,6.155,21.243,24.694,1,6.55,25.3,203.0,21,0,21.5,0,0,0,0,controlled_simulation
RN-00587,2026-08-12T22:23:13,normal_night_walk,0.0716,0.0946,0.1083,2382.2,-20.372,0,2.936,0.212,8.326,0.74,0,6.86,29.8,158.3,22,1,44.8,0,0,0,0,controlled_simulation
RN-01769,2026-08-10T10:31:22,simulated_fall,0.1201,0.268,0.0895,2166.2,-16.432,0,19.701,6.861,27.578,25.338,1,4.06,226.1,138.4,10,0,67.1,0,0,0,1,controlled_simulation
RN-01144,2026-08-20T09:40:36,social_shout_laughter,0.2191,0.8341,0.1437,3433.8,-13.465,1,3.645,1.313,6.247,1.991,0,4.81,3.8,5.0,9,0,6.5,0,0,0,0,controlled_simulation
RN-00054,2026-08-28T21:18:41,normal_day_walk,0.0423,0.2478,0.087,1856.3,-16.317,0,2.874,0.929,9.317,3.037,0,5.24,23.1,426.1,21,0,40.3,0,0,0,0,controlled_simulation
RN-00152,2026-08-22T15:19:03,normal_day_walk,0.075,0.275,0.0335,1723.7,-10.251,0,2.53,0.879,8.732,0.4,0,3.38,40.1,5.0,15,0,1.0,1,0,0,0,controlled_simulation
RN-00404,2026-08-08T17:36:51,normal_day_walk,0.0503,0.1167,0.0851,2255.3,-12.536,0,3.377,1.029,10.577,3.409,0,7.67,31.5,38.0,17,0,47.4,0,0,0,0,controlled_simulation
RN-01943,2026-08-01T09:12:28,manual_sos_simulation,0.039,0.3287,0.0798,1490.0,-10.492,0,1.729,1.747,7.433,2.721,0,6.43,167.0,265.3,9,0,20.5,0,1,1,1,controlled_simulation
RN-00208,2026-08-15T14:14:58,normal_day_walk,0.0637,0.2293,0.0756,1912.2,-12.563,0,2.292,0.945,6.488,3.777,0,6.69,31.7,418.0,14,0,34.3,1,0,0,0,controlled_simulation
RN-01895,2026-08-10T04:34:14,simulated_distress_combined,0.2909,0.8726,0.2119,3558.6,-7.621,1,18.269,6.031,33.629,24.021,1,12.34,517.4,937.7,4,1,65.2,1,0,1,1,controlled_simulation
RN-01123,2026-08-21T12:09:03,social_shout_laughter,0.2524,0.5068,0.145,1978.2,-20.307,1,1.958,1.022,7.467,3.734,0,4.15,53.2,231.8,12,0,28.0,0,0,0,0,controlled_simulation
RN-01891,2026-08-31T02:18:40,simulated_distress_combined,0.3166,0.9501,0.2238,2676.2,-2.725,1,22.505,5.339,28.588,31.272,1,4.94,624.1,842.4,2,1,83.8,2,0,0,1,controlled_simulation
RN-00009,2026-08-29T11:48:16,normal_day_walk,0.0285,0.1089,0.0904,1404.7,-28.66,0,3.482,1.393,11.493,6.497,0,4.3,0.0,197.2,11,0,21.0,0,0,0,0,controlled_simulation
RN-01015,2026-08-25T12:40:09,exercise_running,0.0666,0.4046,0.0778,1921.2,-24.458,0,7.689,2.745,9.62,4.658,0,11.74,23.1,77.6,12,0,14.4,0,0,0,0,controlled_simulation
RN-01907,2026-08-01T00:36:04,simulated_distress_combined,0.3609,0.9589,0.1825,3907.3,-11.385,1,17.736,5.162,30.013,26.591,1,5.48,550.1,300.0,0,1,105.7,0,0,1,1,controlled_simulation
RN-01061,2026-08-22T08:13:36,exercise_running,0.0889,0.2093,0.0552,2233.8,-17.728,0,4.841,2.647,18.431,5.222,0,11.9,16.1,116.8,8,0,39.4,1,0,0,0,controlled_simulation
RN-00453,2026-08-02T03:47:23,normal_night_walk,0.0397,0.1665,0.0739,1872.0,-17.644,0,3.55,0.8,8.041,2.73,0,7.77,24.5,120.1,3,1,57.0,0,0,0,0,controlled_simulation
RN-00254,2026-08-15T19:00:31,normal_day_walk,0.0425,0.1678,0.0559,1782.8,-18.826,0,3.283,1.047,7.437,1.268,0,3.7,20.3,337.9,19,0,24.7,0,0,0,0,controlled_simulation
RN-01328,2026-08-03T07:20:58,minor_route_deviation,0.0557,0.1839,0.1094,1095.5,-13.55,0,2.909,1.032,3.126,4.836,0,6.24,129.7,228.1,7,0,39.4,0,0,0,0,controlled_simulation
RN-00897,2026-08-01T19:22:15,normal_commute,0.0333,0.1324,0.09,1948.5,-23.088,0,3.045,0.662,7.007,5.121,0,8.17,2.9,179.4,19,0,1.0,0,0,0,0,controlled_simulation
RN-01734,2026-08-27T03:16:06,simulated_help_call,0.2949,0.899,0.2245,2980.3,-7.254,1,3.873,0.825,8.535,1.333,0,6.12,226.6,415.5,3,1,88.7,1,0,0,1,controlled_simulation
RN-00881,2026-08-21T13:57:36,normal_commute,0.0259,0.1135,0.0655,1748.4,-29.91,0,3.876,1.084,9.169,2.878,0,11.14,42.1,201.0,13,0,60.7,0,0,0,0,controlled_simulation
RN-01596,2026-08-20T03:03:52,suspicious_night_deviation,0.0402,0.04,0.0656,1798.3,-17.523,0,2.987,1.019,5.185,1.19,0,4.18,209.6,700.7,3,1,84.9,0,0,0,0,controlled_simulation
RN-01889,2026-08-03T23:27:30,simulated_distress_combined,0.3386,0.8609,0.2286,3884.7,-9.175,1,20.071,8.559,32.922,22.467,1,10.62,572.3,532.0,23,1,72.4,0,0,1,1,controlled_simulation
RN-00624,2026-08-21T23:34:58,normal_night_walk,0.0513,0.1293,0.0868,1745.0,-19.205,0,3.845,1.435,7.462,2.021,0,1.89,35.9,205.0,23,1,38.8,1,0,0,0,controlled_simulation
RN-00346,2026-08-14T22:59:26,normal_day_walk,0.038,0.1441,0.0803,1156.5,-21.1,0,2.097,1.16,8.351,3.483,0,0.99,2.7,73.2,22,1,26.3,0,0,0,0,controlled_simulation
RN-01703,2026-08-05T03:36:01,simulated_help_call,0.2707,0.7048,0.1888,2450.9,-10.353,1,4.429,0.636,7.91,2.011,0,6.46,253.1,542.1,3,1,105.7,0,0,1,1,controlled_simulation
RN-00263,2026-08-13T14:11:05,normal_day_walk,0.0295,0.3449,0.0618,2804.8,-12.984,0,3.174,1.235,8.299,2.559,0,1.22,7.0,248.4,14,0,26.4,0,0,0,0,controlled_simulation
RN-01635,2026-08-25T03:56:34,suspicious_night_deviation,0.0767,0.2946,0.0682,1590.3,-8.495,0,1.588,1.304,9.218,1.546,0,2.02,618.3,372.6,3,1,104.3,1,0,0,0,controlled_simulation
RN-01322,2026-08-11T14:38:32,minor_route_deviation,0.0406,0.34,0.1097,971.1,-20.213,0,3.041,1.152,10.586,3.211,0,6.65,147.9,369.0,14,0,44.8,0,0,0,0,controlled_simulation
RN-01439,2026-08-05T22:14:16,sudden_phone_drop,0.0665,0.1362,0.0616,1780.4,-13.842,0,14.534,3.845,18.578,12.143,1,5.26,32.7,65.1,22,1,29.2,0,0,0,0,controlled_simulation
RN-00151,2026-08-17T17:50:31,normal_day_walk,0.0434,0.2212,0.0584,1108.6,-16.546,0,2.799,1.443,8.062,2.163,0,3.4,1.8,100.2,17,0,21.7,0,0,0,0,controlled_simulation
RN-00473,2026-08-02T01:44:45,normal_night_walk,0.0408,0.2431,0.0767,1537.5,-13.369,0,2.641,0.796,6.415,4.29,0,3.01,54.1,201.0,1,1,29.2,0,0,0,0,controlled_simulation
RN-00641,2026-08-30T04:49:21,normal_night_walk,0.0564,0.2187,0.0678,2007.3,-13.4,0,3.304,1.226,4.841,3.665,0,3.96,32.0,214.9,4,1,7.8,0,0,0,0,controlled_simulation
RN-01983,2026-08-22T14:15:27,manual_sos_simulation,0.0511,0.17,0.1104,1584.7,-31.118,0,4.227,1.798,8.73,2.359,0,6.02,100.1,20.0,14,0,45.4,0,1,1,1,controlled_simulation
RN-01883,2026-08-25T03:33:21,simulated_distress_combined,0.2831,0.8592,0.236,2755.3,-6.899,1,20.955,5.687,31.346,27.278,1,12.98,565.2,480.3,3,1,89.1,3,0,1,1,controlled_simulation
RN-00551,2026-08-31T23:28:44,normal_night_walk,0.0812,0.2121,0.0929,1234.8,-17.124,0,2.516,1.156,5.845,3.505,0,4.52,20.2,234.5,23,1,24.1,1,0,0,0,controlled_simulation
RN-01780,2026-08-20T18:20:07,simulated_fall,0.0898,0.5189,0.0869,1286.8,-17.319,0,16.856,4.053,30.871,13.113,1,3.04,94.8,27.4,18,0,81.6,0,0,1,1,controlled_simulation
RN-00929,2026-08-26T13:08:07,normal_commute,0.0177,0.0961,0.0865,1913.1,-21.47,0,2.862,0.85,4.298,4.029,0,18.48,34.3,118.2,13,0,29.9,0,0,0,0,controlled_simulation
RN-00489,2026-08-18T01:33:11,normal_night_walk,0.0525,0.2034,0.1313,1358.4,-10.865,0,3.809,1.031,3.115,1.15,0,4.96,8.0,161.8,1,1,1.0,0,0,0,0,controlled_simulation
RN-01812,2026-08-12T19:04:59,simulated_fall,0.1175,0.1687,0.0603,2190.1,-14.478,0,26.83,3.715,23.756,33.274,1,5.87,143.5,31.1,19,0,73.3,1,0,1,1,controlled_simulation
RN-01172,2026-08-17T12:09:47,social_shout_laughter,0.1639,0.4674,0.1356,2129.5,-12.821,0,3.366,0.929,4.399,3.411,0,5.56,37.1,184.1,12,0,29.7,0,0,0,0,controlled_simulation
RN-00147,2026-08-22T13:33:00,normal_day_walk,0.0462,0.1859,0.117,1764.5,-28.274,0,5.691,1.392,9.599,4.013,0,3.38,0.0,163.5,13,0,24.4,0,0,0,0,controlled_simulation
RN-01705,2026-08-26T20:58:44,simulated_help_call,0.3388,0.7504,0.2681,2929.6,-10.788,1,3.168,1.221,6.561,2.396,0,6.72,100.0,597.5,20,0,108.3,1,0,1,1,controlled_simulation
RN-01929,2026-08-22T15:46:28,manual_sos_simulation,0.0692,0.12,0.0563,1559.7,-17.758,0,2.687,0.974,8.406,1.696,0,5.58,137.7,389.6,15,0,46.1,0,1,1,1,controlled_simulation
RN-00403,2026-08-19T10:51:51,normal_day_walk,0.0493,0.0682,0.0776,1833.8,-14.796,0,2.287,1.576,7.215,5.269,0,3.83,42.6,146.6,10,0,7.0,0,0,0,0,controlled_simulation
RN-00955,2026-08-04T07:24:02,exercise_running,0.0319,0.2654,0.1025,2347.6,-13.369,0,6.139,0.903,13.919,2.985,0,11.74,42.5,125.8,7,0,8.0,0,0,0,0,controlled_simulation
RN-01878,2026-08-31T22:30:02,simulated_distress_combined,0.2883,0.8732,0.2153,3500.0,-8.296,1,21.941,5.673,38.217,24.802,1,6.2,334.4,349.9,22,1,107.6,1,0,0,1,controlled_simulation
RN-00660,2026-08-21T23:21:32,normal_night_walk,0.0708,0.1778,0.093,1213.5,-20.52,0,2.45,0.8,6.138,3.308,0,6.12,8.5,223.4,23,1,47.7,0,0,0,0,controlled_simulation
RN-01373,2026-08-04T15:07:05,minor_route_deviation,0.0391,0.0769,0.0708,2000.9,-17.002,0,3.457,1.076,10.472,2.543,0,5.75,140.4,279.9,15,0,59.4,1,0,0,0,controlled_simulation
RN-00464,2026-08-12T00:57:13,normal_night_walk,0.0217,0.104,0.0352,2271.3,-28.861,0,4.558,1.005,7.94,2.384,0,4.7,21.2,203.0,0,1,2.3,0,0,0,0,controlled_simulation
RN-01350,2026-08-01T15:36:29,minor_route_deviation,0.0213,0.1668,0.0877,1402.7,-14.099,0,4.074,1.257,7.984,2.992,0,6.16,168.1,210.9,15,0,5.6,0,0,0,0,controlled_simulation
RN-00187,2026-08-31T08:12:53,normal_day_walk,0.054,0.1778,0.0769,1575.5,-6.502,0,2.674,1.142,8.136,2.059,0,3.77,46.4,137.1,8,0,43.5,0,0,0,0,controlled_simulation
RN-01148,2026-08-23T18:07:21,social_shout_laughter,0.2315,0.8284,0.227,3066.5,-14.053,1,3.75,1.874,4.074,2.392,0,8.86,13.6,21.0,18,0,20.8,1,0,0,0,controlled_simulation
RN-01225,2026-08-23T14:06:48,social_shout_laughter,0.1627,0.7029,0.1674,2063.0,-20.74,1,2.99,1.593,9.35,3.221,0,5.97,38.1,108.9,14,0,4.4,1,0,0,0,controlled_simulation
RN-00609,2026-08-02T03:25:34,normal_night_walk,0.0488,0.1753,0.0274,1757.4,-20.344,0,3.146,0.944,5.954,4.298,0,3.27,28.3,34.6,3,1,25.7,0,0,0,0,controlled_simulation
RN-00144,2026-08-12T08:00:03,normal_day_walk,0.0676,0.3394,0.1101,1658.0,-12.175,0,4.074,0.547,8.393,4.37,0,6.99,21.9,181.3,8,0,31.5,0,0,0,0,controlled_simulation
RN-00752,2026-08-30T07:44:11,normal_commute,0.0429,0.1807,0.101,1413.5,-19.574,0,2.466,0.641,6.322,4.591,0,14.57,26.4,273.0,7,0,49.1,0,0,0,0,controlled_simulation
RN-01535,2026-08-27T21:39:02,suspicious_night_deviation,0.075,0.0615,0.0826,1538.1,-28.239,0,4.992,1.049,4.287,2.169,0,5.61,431.6,404.5,21,0,58.3,0,0,0,0,controlled_simulation
RN-00982,2026-08-30T12:30:12,exercise_running,0.1085,0.4287,0.0722,1340.6,-11.745,0,3.718,2.937,12.478,8.418,0,13.28,17.4,130.7,12,0,21.4,0,0,0,0,controlled_simulation
RN-00198,2026-08-11T10:10:26,normal_day_walk,0.07,0.172,0.0905,1789.7,-21.041,0,4.799,1.184,8.041,1.909,0,4.59,21.6,104.2,10,0,31.7,0,0,0,0,controlled_simulation
RN-01634,2026-08-18T21:55:15,suspicious_night_deviation,0.055,0.2944,0.093,2300.6,-23.883,0,0.863,1.388,8.589,1.274,0,3.58,423.1,676.4,21,0,83.9,0,0,0,0,controlled_simulation
RN-00884,2026-08-16T08:15:45,normal_commute,0.0607,0.1195,0.0588,1721.6,-19.761,0,3.434,1.705,7.841,1.256,0,19.87,56.1,11.9,8,0,10.3,0,0,0,0,controlled_simulation
RN-00280,2026-08-01T09:58:45,normal_day_walk,0.0308,0.2084,0.0656,1945.5,-16.092,0,3.731,1.964,6.256,2.679,0,7.52,18.1,70.8,9,0,20.6,0,0,0,0,controlled_simulation
RN-00294,2026-08-24T18:09:12,normal_day_walk,0.06,0.2725,0.1204,1895.4,-21.116,0,3.544,1.38,5.621,1.686,0,4.82,11.8,190.2,18,0,27.7,0,0,0,0,controlled_simulation
RN-01824,2026-08-22T13:37:25,simulated_fall,0.1546,0.5321,0.1211,1700.1,-17.83,0,21.305,3.977,28.692,27.534,1,5.47,141.4,185.0,13,0,99.3,0,0,1,1,controlled_simulation
RN-00401,2026-08-08T09:08:22,normal_day_walk,0.0389,0.2309,0.0424,1608.5,-15.893,0,2.146,1.279,11.649,4.783,0,6.23,22.5,134.8,9,0,18.0,1,0,0,0,controlled_simulation
RN-00123,2026-08-03T13:11:06,normal_day_walk,0.056,0.1972,0.1027,1308.8,-19.432,0,1.601,0.871,7.931,1.771,0,3.65,5.3,61.6,13,0,61.0,0,0,0,0,controlled_simulation
RN-01208,2026-08-27T12:34:08,social_shout_laughter,0.2661,0.806,0.1537,4173.5,-12.048,1,2.91,1.291,8.26,2.463,0,4.04,24.0,160.3,12,0,15.6,0,0,0,0,controlled_simulation
RN-00203,2026-08-24T12:31:32,normal_day_walk,0.0385,0.1756,0.0531,2241.4,-20.424,0,3.754,0.592,6.602,4.812,0,2.01,0.0,163.0,12,0,14.3,2,0,0,0,controlled_simulation
RN-01463,2026-08-31T22:56:21,sudden_phone_drop,0.0313,0.2638,0.0885,1727.7,-11.264,0,14.652,6.815,26.741,18.104,1,2.3,6.8,177.3,22,1,29.8,0,0,0,0,controlled_simulation
RN-00836,2026-08-01T07:48:19,normal_commute,0.0525,0.2086,0.0984,1708.9,-20.694,0,2.796,1.636,5.283,3.379,0,22.87,16.0,218.1,7,0,16.2,1,0,0,0,controlled_simulation
RN-00247,2026-08-18T13:36:28,normal_day_walk,0.0294,0.0796,0.1075,2028.4,-16.957,0,2.52,0.73,9.011,3.422,0,6.2,18.2,220.0,13,0,39.2,0,0,0,0,controlled_simulation
RN-01440,2026-08-06T08:27:41,sudden_phone_drop,0.0825,0.1894,0.0576,2238.9,-8.179,0,17.546,2.715,26.641,18.617,1,7.18,4.7,104.9,8,0,19.5,0,0,0,0,controlled_simulation
RN-01754,2026-08-18T12:51:08,simulated_fall,0.0867,0.3115,0.0758,1652.9,-19.526,0,20.045,4.929,24.453,19.641,1,5.84,222.8,97.3,12,0,66.0,0,0,1,1,controlled_simulation
RN-01902,2026-08-25T23:05:24,simulated_distress_combined,0.4183,0.9512,0.2171,2590.1,-7.096,1,19.166,6.838,28.664,24.795,1,13.78,434.4,470.1,23,1,125.6,0,0,1,1,controlled_simulation
RN-01708,2026-08-31T20:21:42,simulated_help_call,0.266,0.8302,0.1979,2644.5,-9.253,1,3.644,1.355,9.456,4.716,0,0.2,309.4,452.4,20,0,77.9,1,0,1,1,controlled_simulation
RN-01881,2026-08-13T04:24:06,simulated_distress_combined,0.2509,0.9408,0.2743,2627.7,-5.87,1,19.262,7.521,26.499,28.014,1,6.78,605.7,661.0,4,1,100.6,2,0,1,1,controlled_simulation
RN-01154,2026-08-22T21:24:21,social_shout_laughter,0.1461,0.8949,0.207,3644.7,-10.327,1,3.046,1.225,9.658,4.843,0,4.59,38.4,38.3,21,0,23.6,0,0,0,0,controlled_simulation
RN-01662,2026-08-31T20:27:51,simulated_help_call,0.2797,0.7824,0.1555,3213.7,-13.154,1,4.116,1.125,6.717,1.39,0,5.45,489.0,422.8,20,0,30.0,2,0,1,1,controlled_simulation
RN-01427,2026-08-11T14:24:37,sudden_phone_drop,0.0622,0.2277,0.043,1637.8,-30.159,0,17.499,5.769,24.276,24.326,1,8.55,31.1,174.6,14,0,16.6,0,0,0,0,controlled_simulation
RN-00385,2026-08-19T16:12:58,normal_day_walk,0.0638,0.27,0.0432,2181.2,-18.102,0,3.01,1.05,7.84,4.07,0,4.52,14.0,9.3,16,0,39.1,0,0,0,0,controlled_simulation
RN-01759,2026-08-15T11:22:32,simulated_fall,0.1211,0.2943,0.054,1975.0,-25.844,0,22.281,5.17,24.515,16.621,1,8.03,46.8,149.0,11,0,60.7,1,0,1,1,controlled_simulation
RN-00855,2026-08-21T17:30:12,normal_commute,0.0701,0.3117,0.1061,2204.7,-24.32,0,4.804,0.821,10.05,3.07,0,21.3,43.1,30.0,17,0,21.3,0,0,0,0,controlled_simulation
RN-01590,2026-08-08T22:24:27,suspicious_night_deviation,0.0304,0.1775,0.0383,822.3,-23.131,0,2.959,1.738,9.218,2.382,0,5.09,296.5,307.0,22,1,81.4,2,0,0,0,controlled_simulation
RN-00220,2026-08-12T16:23:17,normal_day_walk,0.0508,0.2216,0.084,2591.7,-18.906,0,2.981,1.563,8.772,1.571,0,7.59,17.4,230.3,16,0,44.4,0,0,0,0,controlled_simulation
RN-00642,2026-08-09T20:46:53,normal_night_walk,0.031,0.2145,0.0393,2310.0,-30.685,0,3.015,0.677,8.501,4.717,0,4.94,49.6,147.2,20,0,16.2,1,0,0,0,controlled_simulation
RN-00002,2026-08-02T21:21:58,normal_day_walk,0.077,0.1692,0.0903,2043.9,-7.292,0,2.815,0.977,8.565,3.439,0,6.58,17.3,123.4,21,0,12.7,0,0,0,0,controlled_simulation
RN-00113,2026-08-15T15:58:10,normal_day_walk,0.0251,0.1794,0.0718,1783.4,-20.817,0,3.446,0.995,3.796,2.609,0,7.0,0.0,167.1,15,0,43.3,0,0,0,0,controlled_simulation
RN-00699,2026-08-22T17:56:26,normal_commute,0.0635,0.04,0.0397,1936.5,-24.822,0,3.826,1.065,6.842,2.869,0,16.28,27.8,170.1,17,0,40.1,0,0,0,0,controlled_simulation
RN-01916,2026-08-14T02:13:16,simulated_distress_combined,0.2625,0.9874,0.2575,3571.7,-11.229,1,18.549,5.517,34.287,28.817,1,12.83,410.1,735.5,2,1,111.6,3,0,1,1,controlled_simulation
